O2Mix_ID,Protocol_ID,Lot_ID,DateTime,FlowRate_sccm,Pressure_psi,O2_Purity_%,Temperature_C,Valve_Status,Status,Operator_ID,Machine_ID,Remarks
O2M00994,PRT002,LOT102,8/28/25 18:45,144,35,99.2,24.6,Open,Success,OP103,GMC03,Stable
O2M00995,PRT003,LOT101,8/28/25 18:50,132,36.6,99.2,23.4,Open,Success,OP103,GMC02,Stable
O2M00996,PRT003,LOT102,8/28/25 18:55,145,36.9,98.7,25,Closed,Success,OP102,GMC01,Stable
O2M00997,PRT002,LOT102,8/28/25 19:00,126,35,99.2,26.8,Open,Success,OP103,GMC03,Flow error
O2M00998,PRT001,LOT102,8/28/25 19:05,122,36.7,99.4,25.5,Open,Success,OP101,GMC01,Stable
O2M00999,PRT003,LOT101,8/28/25 19:10,102,36.4,98.7,25.2,Open,Success,OP103,GMC02,Flow error
O2M01000,PRT003,LOT102,8/28/25 19:15,148,36.6,99.7,24.8,Closed,Success,OP101,GMC01,Leak detected
O2M01001,PRT001,LOT100,8/28/25 19:20,113,35.1,98.8,26.9,Closed,Fail,OP102,GMC03,Flow error
O2M01002,PRT001,LOT102,8/28/25 19:25,135,36.9,98.8,26.9,Closed,Success,OP102,GMC03,Leak detected
O2M01003,PRT003,LOT101,8/28/25 19:30,109,35.9,98,26.8,Closed,Success,OP102,GMC01,Check supply
O2M01004,PRT002,LOT101,8/28/25 19:35,100,34.4,98.6,23.1,Open,Success,OP103,GMC03,Check supply
O2M01005,PRT003,LOT102,8/28/25 19:40,105,35.1,99.8,25.6,Closed,Success,OP101,GMC01,Stable
O2M01006,PRT002,LOT100,8/28/25 19:45,146,36.3,98.1,26.3,Open,Success,OP102,GMC02,Stable
O2M01007,PRT003,LOT102,8/28/25 19:50,120,34.9,99.7,24.1,Closed,Success,OP103,GMC03,Leak detected
O2M01008,PRT001,LOT102,8/28/25 19:55,123,36.1,98.4,25.2,Open,Success,OP101,GMC01,Flow error
O2M01009,PRT002,LOT101,8/28/25 20:00,136,36.4,99.9,24,Closed,Success,OP103,GMC01,Stable
O2M01010,PRT001,LOT101,8/28/25 20:05,102,34.8,99.5,26.1,Open,Success,OP102,GMC03,Stable
O2M01011,PRT003,LOT100,8/28/25 20:10,126,36.9,98.7,26.8,Closed,Fail,OP101,GMC01,Stable
O2M01012,PRT001,LOT101,8/28/25 20:15,136,35.7,99.8,23.6,Closed,Success,OP101,GMC01,Leak detected
O2M01013,PRT001,LOT100,8/28/25 20:20,101,34.2,98.6,25.8,Closed,Success,OP102,GMC03,Flow error
O2M01014,PRT002,LOT100,8/28/25 20:25,103,34.7,99.1,26.9,Open,Success,OP101,GMC01,Stable
O2M01015,PRT003,LOT101,8/28/25 20:30,136,36.7,98.2,24.6,Open,Success,OP103,GMC01,Flow error
O2M01016,PRT001,LOT102,8/28/25 20:35,103,36.1,99.8,23.4,Open,Success,OP103,GMC02,Leak detected
O2M01017,PRT003,LOT101,8/28/25 20:40,120,34.8,98.4,23.5,Closed,Success,OP101,GMC02,Check supply
O2M01018,PRT003,LOT101,8/28/25 20:45,110,34.3,99.2,23.5,Open,Success,OP103,GMC03,Leak detected
O2M01019,PRT001,LOT100,8/28/25 20:50,111,36.8,98.9,26.6,Closed,Success,OP101,GMC03,Stable
O2M01020,PRT003,LOT102,8/28/25 20:55,108,36.5,99.6,23.8,Open,Success,OP101,GMC03,Stable
O2M01021,PRT003,LOT100,8/28/25 21:00,130,36.9,99.4,23.1,Open,Success,OP102,GMC01,Flow error
O2M01022,PRT002,LOT100,8/28/25 21:05,134,36.8,98.9,26.4,Open,Success,OP103,GMC01,Stable
O2M01023,PRT001,LOT100,8/28/25 21:10,126,35.1,98.6,24.6,Open,Success,OP101,GMC02,Stable
O2M01024,PRT001,LOT102,8/28/25 21:15,150,36.5,99.5,23.4,Open,Fail,OP101,GMC03,Stable
O2M01025,PRT003,LOT100,8/28/25 21:20,135,35.7,100,25.2,Closed,Success,OP103,GMC02,Flow error
O2M01026,PRT002,LOT100,8/28/25 21:25,113,37,99.5,27,Closed,Success,OP103,GMC02,Check supply
O2M01027,PRT002,LOT100,8/28/25 21:30,148,34.4,99.8,25.1,Closed,Success,OP101,GMC02,Stable
O2M01028,PRT001,LOT102,8/28/25 21:35,131,36.9,100,25.9,Closed,Fail,OP103,GMC01,Flow error
O2M01029,PRT003,LOT102,8/28/25 21:40,136,35.1,98.8,24.7,Closed,Success,OP101,GMC03,Check supply
O2M01030,PRT002,LOT102,8/28/25 21:45,112,35.2,98.9,24.3,Open,Success,OP101,GMC03,Flow error
O2M01031,PRT002,LOT101,8/28/25 21:50,123,34.4,98.7,23.2,Open,Success,OP101,GMC02,Flow error
O2M01032,PRT001,LOT102,8/28/25 21:55,140,35.2,99.9,23.2,Open,Success,OP103,GMC02,Flow error
O2M01033,PRT002,LOT100,8/28/25 22:00,111,34.2,99.9,27,Closed,Success,OP102,GMC02,Check supply
O2M01034,PRT003,LOT101,8/28/25 22:05,147,35.8,98.5,26.6,Open,Success,OP103,GMC03,Check supply
O2M01035,PRT002,LOT100,8/28/25 22:10,139,36.2,98.1,25.9,Closed,Success,OP102,GMC03,Flow error
O2M01036,PRT001,LOT101,8/28/25 22:15,146,35.7,99.7,24.8,Closed,Success,OP102,GMC02,Leak detected
O2M01037,PRT001,LOT102,8/28/25 22:20,108,34.1,99,26.7,Open,Success,OP102,GMC02,Flow error
O2M01038,PRT002,LOT101,8/28/25 22:25,134,36.8,99.5,24.9,Closed,Success,OP101,GMC02,Check supply
O2M01039,PRT001,LOT101,8/28/25 22:30,103,35.6,98.8,26.4,Open,Success,OP101,GMC03,Stable
O2M01040,PRT002,LOT101,8/28/25 22:35,125,35.7,99.1,24.6,Open,Success,OP101,GMC02,Leak detected
O2M01041,PRT003,LOT102,8/28/25 22:40,111,35.6,99.2,24.1,Open,Success,OP102,GMC01,Check supply
O2M01042,PRT001,LOT102,8/28/25 22:45,111,35.1,98.8,26.7,Closed,Success,OP103,GMC01,Leak detected
O2M01043,PRT003,LOT102,8/28/25 22:50,103,36.1,98.3,24.3,Open,Success,OP102,GMC03,Flow error
O2M01044,PRT003,LOT100,8/28/25 22:55,141,35.4,99.6,26.2,Open,Success,OP101,GMC01,Check supply
O2M01045,PRT003,LOT102,8/28/25 23:00,103,34.8,99.3,26.9,Closed,Success,OP101,GMC01,Flow error
O2M01046,PRT002,LOT102,8/28/25 23:05,134,34.9,99.8,26.9,Open,Success,OP102,GMC02,Stable
O2M01047,PRT002,LOT102,8/28/25 23:10,150,36.4,98.8,24,Closed,Success,OP102,GMC03,Check supply
O2M01048,PRT003,LOT101,8/28/25 23:15,136,34.3,98.1,24.6,Closed,Success,OP102,GMC01,Leak detected
O2M01049,PRT001,LOT102,8/28/25 23:20,108,36.9,99.4,26.6,Closed,Success,OP102,GMC03,Stable
O2M01050,PRT001,LOT101,8/28/25 23:25,109,36.5,98.3,23.8,Open,Success,OP101,GMC02,Stable
O2M01051,PRT003,LOT102,8/28/25 23:30,149,36.2,98.7,24.7,Open,Success,OP102,GMC03,Check supply
O2M01052,PRT003,LOT100,8/28/25 23:35,140,35.2,98.7,23.5,Closed,Success,OP101,GMC02,Check supply
O2M01053,PRT001,LOT101,8/28/25 23:40,113,34.3,99,24.3,Closed,Success,OP102,GMC01,Check supply
O2M01054,PRT001,LOT100,8/28/25 23:45,108,36.7,98,24.4,Closed,Success,OP101,GMC03,Stable
O2M01055,PRT001,LOT100,8/28/25 23:50,145,34.4,98.6,23.2,Closed,Success,OP103,GMC01,Flow error
O2M01056,PRT002,LOT101,8/28/25 23:55,107,36.7,99.3,25.8,Open,Success,OP102,GMC03,Stable
O2M01057,PRT003,LOT102,8/29/25 0:00,118,34.8,99.1,23.7,Closed,Success,OP103,GMC02,Leak detected
O2M01058,PRT003,LOT100,8/29/25 0:05,111,34.3,99.9,26.1,Closed,Success,OP103,GMC03,Check supply
O2M01059,PRT001,LOT100,8/29/25 0:10,140,35.7,99.8,24.3,Open,Success,OP101,GMC02,Stable
O2M01060,PRT001,LOT101,8/29/25 0:15,128,36.6,99.1,26.2,Closed,Success,OP101,GMC01,Check supply
O2M01061,PRT001,LOT100,8/29/25 0:20,148,35.7,99.6,25.7,Closed,Success,OP101,GMC01,Leak detected
O2M01062,PRT003,LOT102,8/29/25 0:25,119,35.7,99.1,23.7,Open,Success,OP103,GMC03,Leak detected
O2M01063,PRT001,LOT102,8/29/25 0:30,100,36.3,98.1,23.1,Closed,Success,OP102,GMC03,Flow error
O2M01064,PRT003,LOT100,8/29/25 0:35,120,36.1,98.9,26.3,Open,Success,OP102,GMC03,Flow error
O2M01065,PRT002,LOT100,8/29/25 0:40,135,35.4,98.2,24.2,Open,Success,OP102,GMC01,Leak detected
O2M01066,PRT002,LOT101,8/29/25 0:45,116,36.2,99.8,26.1,Closed,Success,OP102,GMC03,Stable
O2M01067,PRT003,LOT102,8/29/25 0:50,102,35.3,98.7,24,Open,Success,OP101,GMC03,Check supply
O2M01068,PRT001,LOT100,8/29/25 0:55,147,36.6,99.4,26.1,Closed,Success,OP102,GMC01,Leak detected
O2M01069,PRT002,LOT100,8/29/25 1:00,102,34.1,99.2,25.4,Open,Success,OP102,GMC03,Stable
O2M01070,PRT002,LOT100,8/29/25 1:05,146,34.6,98.3,23.3,Open,Success,OP102,GMC01,Check supply
O2M01071,PRT001,LOT102,8/29/25 1:10,106,36.1,99.5,24.5,Closed,Success,OP103,GMC02,Leak detected
O2M01072,PRT003,LOT102,8/29/25 1:15,107,34.2,99.3,26.5,Closed,Success,OP101,GMC03,Leak detected
O2M01073,PRT001,LOT100,8/29/25 1:20,127,34.6,98.3,24.4,Open,Success,OP101,GMC03,Check supply
O2M01074,PRT001,LOT100,8/29/25 1:25,142,34.4,98.5,24.4,Closed,Success,OP101,GMC01,Check supply
O2M01075,PRT003,LOT100,8/29/25 1:30,132,34.9,98.8,25.5,Closed,Success,OP101,GMC01,Check supply
O2M01076,PRT002,LOT101,8/29/25 1:35,113,36.8,99.4,26.8,Closed,Success,OP102,GMC03,Leak detected
O2M01077,PRT001,LOT102,8/29/25 1:40,147,34.5,99.9,25,Closed,Fail,OP101,GMC03,Check supply
O2M01078,PRT003,LOT102,8/29/25 1:45,124,34.6,99,23.1,Open,Success,OP103,GMC02,Flow error
O2M01079,PRT001,LOT101,8/29/25 1:50,102,36.9,98.8,23.4,Open,Fail,OP101,GMC01,Stable
O2M01080,PRT002,LOT101,8/29/25 1:55,102,35.6,99,25.6,Closed,Success,OP102,GMC03,Check supply
O2M01081,PRT001,LOT100,8/29/25 2:00,134,35.5,99.2,25.5,Closed,Success,OP103,GMC01,Check supply
O2M01082,PRT001,LOT101,8/29/25 2:05,140,36.6,98.4,24.6,Open,Success,OP101,GMC03,Check supply
O2M01083,PRT002,LOT101,8/29/25 2:10,108,34.8,99.1,26.9,Closed,Success,OP101,GMC01,Leak detected
O2M01084,PRT003,LOT100,8/29/25 2:15,124,36.7,98.4,25.7,Open,Success,OP103,GMC01,Leak detected
O2M01085,PRT002,LOT100,8/29/25 2:20,128,36.4,98.2,23.8,Open,Success,OP102,GMC02,Leak detected
O2M01086,PRT002,LOT102,8/29/25 2:25,138,34.8,98.7,26.6,Open,Success,OP101,GMC03,Stable
O2M01087,PRT001,LOT101,8/29/25 2:30,104,36.8,99.1,24.9,Closed,Success,OP103,GMC03,Leak detected
O2M01088,PRT001,LOT100,8/29/25 2:35,129,36,99.2,23.2,Closed,Success,OP102,GMC03,Flow error
O2M01089,PRT003,LOT102,8/29/25 2:40,105,34.3,98.1,26.9,Open,Success,OP102,GMC01,Check supply
O2M01090,PRT003,LOT100,8/29/25 2:45,116,35.5,98.9,24.4,Closed,Success,OP101,GMC01,Flow error
O2M01091,PRT001,LOT102,8/29/25 2:50,143,35.5,98.2,26.2,Closed,Success,OP103,GMC02,Check supply
O2M01092,PRT003,LOT100,8/29/25 2:55,123,35.8,99.5,24.9,Closed,Success,OP103,GMC02,Check supply
O2M01093,PRT002,LOT102,8/29/25 3:00,128,35.6,98.6,25.2,Open,Success,OP103,GMC03,Stable
O2M01094,PRT002,LOT102,8/29/25 3:05,115,35.3,99.5,26.9,Open,Success,OP102,GMC01,Leak detected
O2M01095,PRT001,LOT100,8/29/25 3:10,139,34.6,99.1,24.4,Open,Success,OP103,GMC03,Leak detected
O2M01096,PRT002,LOT100,8/29/25 3:15,139,34.3,99.2,24.1,Closed,Success,OP102,GMC01,Flow error
O2M01097,PRT003,LOT102,8/29/25 3:20,134,34.6,99.1,26.8,Closed,Success,OP103,GMC01,Stable
O2M01098,PRT001,LOT100,8/29/25 3:25,126,36.1,99.5,24.8,Open,Success,OP103,GMC02,Stable
O2M01099,PRT001,LOT100,8/29/25 3:30,102,35,99.5,23.1,Closed,Success,OP101,GMC02,Check supply
O2M01100,PRT002,LOT101,8/29/25 3:35,139,35.2,99,24.4,Closed,Fail,OP102,GMC01,Leak detected
O2M01101,PRT002,LOT102,8/29/25 3:40,133,36.5,99.9,26.8,Closed,Fail,OP101,GMC01,Flow error
O2M01102,PRT003,LOT100,8/29/25 3:45,147,34.9,99.3,26.1,Open,Success,OP101,GMC01,Leak detected
O2M01103,PRT002,LOT102,8/29/25 3:50,138,34.7,99,24,Open,Success,OP103,GMC02,Check supply
O2M01104,PRT001,LOT100,8/29/25 3:55,108,35.1,99.2,24,Closed,Success,OP102,GMC02,Stable
O2M01105,PRT002,LOT100,8/29/25 4:00,114,34.1,99.7,23.6,Open,Fail,OP103,GMC03,Check supply
O2M01106,PRT001,LOT102,8/29/25 4:05,118,36,98.7,27,Closed,Success,OP102,GMC01,Flow error
O2M01107,PRT003,LOT102,8/29/25 4:10,110,35.7,98.6,23.8,Closed,Success,OP103,GMC02,Stable
O2M01108,PRT001,LOT100,8/29/25 4:15,147,34,99.9,23.1,Open,Success,OP103,GMC02,Flow error
O2M01109,PRT001,LOT101,8/29/25 4:20,150,35.9,99,25.2,Closed,Success,OP103,GMC01,Stable
O2M01110,PRT003,LOT100,8/29/25 4:25,114,36.7,99.5,26.4,Open,Success,OP101,GMC01,Check supply
O2M01111,PRT002,LOT100,8/29/25 4:30,110,35.2,99.4,23.7,Open,Success,OP102,GMC02,Check supply
O2M01112,PRT001,LOT101,8/29/25 4:35,106,34.1,98.4,23.8,Open,Success,OP102,GMC02,Stable
O2M01113,PRT002,LOT101,8/29/25 4:40,144,36,98.7,24.7,Closed,Success,OP101,GMC03,Check supply
O2M01114,PRT003,LOT102,8/29/25 4:45,136,36,99.2,25.8,Closed,Success,OP102,GMC01,Stable
O2M01115,PRT003,LOT102,8/29/25 4:50,150,34.7,99.9,23.2,Closed,Success,OP103,GMC01,Leak detected
O2M01116,PRT002,LOT102,8/29/25 4:55,107,36.8,98.8,25.6,Open,Success,OP103,GMC02,Leak detected
O2M01117,PRT002,LOT101,8/29/25 5:00,145,36.1,99.8,25,Open,Success,OP101,GMC02,Stable
O2M01118,PRT003,LOT102,8/29/25 5:05,124,36.8,99.9,24.3,Open,Success,OP103,GMC02,Check supply
O2M01119,PRT002,LOT101,8/29/25 5:10,115,36.3,98.6,24.3,Closed,Success,OP101,GMC02,Leak detected
O2M01120,PRT002,LOT100,8/29/25 5:15,125,34,99,23.8,Closed,Success,OP101,GMC01,Check supply
O2M01121,PRT001,LOT100,8/29/25 5:20,107,36.7,99.9,24.7,Closed,Success,OP101,GMC02,Stable
O2M01122,PRT001,LOT100,8/29/25 5:25,109,36.3,98.4,24.6,Closed,Success,OP101,GMC01,Stable
O2M01123,PRT003,LOT102,8/29/25 5:30,130,35,98.2,23.1,Closed,Success,OP103,GMC02,Check supply
O2M01124,PRT001,LOT101,8/29/25 5:35,101,34.4,99.4,25.8,Closed,Success,OP103,GMC01,Leak detected
O2M01125,PRT003,LOT100,8/29/25 5:40,109,35.3,98.1,25.7,Closed,Success,OP102,GMC03,Check supply
O2M01126,PRT001,LOT102,8/29/25 5:45,123,35.9,99.3,23.5,Open,Success,OP103,GMC02,Check supply
O2M01127,PRT002,LOT102,8/29/25 5:50,145,35.9,98.8,24.9,Open,Success,OP101,GMC03,Stable
O2M01128,PRT002,LOT102,8/29/25 5:55,108,36.9,98.9,25.1,Open,Success,OP101,GMC01,Stable
O2M01129,PRT001,LOT102,8/29/25 6:00,137,36.4,98.9,25.8,Closed,Success,OP103,GMC03,Check supply
O2M01130,PRT001,LOT101,8/29/25 6:05,104,34,99,23.8,Open,Success,OP103,GMC01,Check supply
O2M01131,PRT002,LOT101,8/29/25 6:10,127,34.3,99.4,23.4,Open,Success,OP101,GMC01,Leak detected
O2M01132,PRT001,LOT100,8/29/25 6:15,114,35.6,99.3,26.1,Open,Success,OP101,GMC03,Stable
O2M01133,PRT001,LOT101,8/29/25 6:20,139,36.3,99.3,23.1,Closed,Success,OP101,GMC03,Check supply
O2M01134,PRT001,LOT102,8/29/25 6:25,106,34.7,99.9,23.2,Open,Success,OP103,GMC03,Check supply
O2M01135,PRT001,LOT102,8/29/25 6:30,127,34.7,98.6,23.6,Closed,Success,OP101,GMC02,Flow error
O2M01136,PRT001,LOT101,8/29/25 6:35,109,35.2,99.4,26.4,Open,Success,OP101,GMC03,Stable
O2M01137,PRT003,LOT100,8/29/25 6:40,127,35.1,98.4,24.1,Closed,Success,OP101,GMC02,Leak detected
O2M01138,PRT003,LOT100,8/29/25 6:45,135,35.2,98.5,26.3,Closed,Success,OP102,GMC02,Flow error
O2M01139,PRT002,LOT102,8/29/25 6:50,149,36.5,99.9,25.9,Open,Success,OP102,GMC02,Check supply
O2M01140,PRT003,LOT102,8/29/25 6:55,105,34,98.1,23.5,Closed,Success,OP101,GMC03,Stable
O2M01141,PRT002,LOT100,8/29/25 7:00,142,34.8,99.5,26.2,Open,Success,OP101,GMC01,Stable
O2M01142,PRT002,LOT102,8/29/25 7:05,145,34.4,99,25.7,Closed,Success,OP103,GMC02,Leak detected
O2M01143,PRT002,LOT101,8/29/25 7:10,123,34.1,98,24,Open,Success,OP101,GMC02,Stable
O2M01144,PRT002,LOT101,8/29/25 7:15,130,36.1,99.4,24.8,Closed,Success,OP101,GMC02,Flow error
O2M01145,PRT002,LOT100,8/29/25 7:20,120,36.7,98.8,25.7,Closed,Success,OP101,GMC02,Stable
O2M01146,PRT003,LOT101,8/29/25 7:25,143,35.9,98.6,26.1,Closed,Success,OP103,GMC01,Stable
O2M01147,PRT002,LOT100,8/29/25 7:30,144,36.2,98.6,24.6,Closed,Success,OP102,GMC03,Check supply
O2M01148,PRT003,LOT100,8/29/25 7:35,127,36.2,98.5,27,Closed,Success,OP101,GMC01,Check supply
O2M01149,PRT003,LOT102,8/29/25 7:40,110,35.1,99.8,24.5,Open,Success,OP103,GMC02,Flow error
O2M01150,PRT001,LOT102,8/29/25 7:45,127,34.3,98.4,24.7,Closed,Success,OP103,GMC03,Stable
O2M01151,PRT002,LOT101,8/29/25 7:50,112,35.4,99.9,26.8,Closed,Fail,OP102,GMC02,Flow error
O2M01152,PRT002,LOT102,8/29/25 7:55,126,35,99.6,26.5,Closed,Success,OP101,GMC03,Flow error
O2M01153,PRT002,LOT101,8/29/25 8:00,101,36.9,98,24.8,Closed,Success,OP102,GMC01,Stable
O2M01154,PRT003,LOT102,8/29/25 8:05,138,35,99.5,24.5,Open,Success,OP103,GMC03,Flow error
O2M01155,PRT002,LOT100,8/29/25 8:10,128,36.2,99.1,23.6,Open,Success,OP103,GMC03,Flow error
O2M01156,PRT001,LOT100,8/29/25 8:15,146,35.1,99.7,24.2,Open,Success,OP102,GMC02,Stable
O2M01157,PRT003,LOT102,8/29/25 8:20,131,35.1,98.1,23.2,Closed,Fail,OP103,GMC02,Leak detected
O2M01158,PRT001,LOT100,8/29/25 8:25,128,35.4,99.1,25.3,Closed,Success,OP103,GMC01,Leak detected
O2M01159,PRT003,LOT100,8/29/25 8:30,136,34.4,99.1,25.9,Open,Success,OP101,GMC01,Flow error
O2M01160,PRT003,LOT101,8/29/25 8:35,101,36.7,98.2,26.4,Closed,Success,OP102,GMC01,Flow error
O2M01161,PRT003,LOT101,8/29/25 8:40,150,36.5,99.7,23.5,Open,Success,OP101,GMC01,Check supply
O2M01162,PRT003,LOT101,8/29/25 8:45,139,35.7,98.2,24.2,Open,Success,OP102,GMC02,Leak detected
O2M01163,PRT002,LOT101,8/29/25 8:50,123,34.5,98.5,25.4,Open,Success,OP103,GMC01,Flow error
O2M01164,PRT001,LOT102,8/29/25 8:55,137,36.4,99.4,24.4,Closed,Success,OP102,GMC02,Flow error
O2M01165,PRT003,LOT102,8/29/25 9:00,125,36.9,99,25.4,Closed,Success,OP103,GMC02,Leak detected
O2M01166,PRT001,LOT100,8/29/25 9:05,141,36.7,99.8,24.8,Closed,Success,OP103,GMC01,Leak detected
O2M01167,PRT001,LOT101,8/29/25 9:10,110,35,99.9,26.7,Closed,Success,OP102,GMC02,Stable
O2M01168,PRT002,LOT102,8/29/25 9:15,101,36.3,98.3,26.5,Open,Success,OP102,GMC03,Check supply
O2M01169,PRT002,LOT100,8/29/25 9:20,148,35.4,98.2,24.1,Closed,Success,OP101,GMC03,Stable
O2M01170,PRT002,LOT101,8/29/25 9:25,107,34.4,99.5,25.1,Closed,Fail,OP102,GMC02,Leak detected
O2M01171,PRT001,LOT102,8/29/25 9:30,130,35.6,99.1,23,Closed,Success,OP101,GMC02,Leak detected
O2M01172,PRT003,LOT101,8/29/25 9:35,103,34.1,98.2,23.8,Closed,Success,OP102,GMC01,Flow error
O2M01173,PRT001,LOT102,8/29/25 9:40,106,36.6,99.5,25.7,Open,Success,OP102,GMC01,Stable
O2M01174,PRT002,LOT101,8/29/25 9:45,129,34.7,98.4,23.1,Open,Success,OP102,GMC01,Flow error
O2M01175,PRT003,LOT100,8/29/25 9:50,135,36.9,98.6,26.6,Open,Success,OP102,GMC02,Flow error
O2M01176,PRT001,LOT101,8/29/25 9:55,145,36,99,25.2,Open,Success,OP102,GMC02,Flow error
O2M01177,PRT001,LOT102,8/29/25 10:00,116,36.2,98.4,26.2,Open,Success,OP102,GMC03,Stable
O2M01178,PRT002,LOT100,8/29/25 10:05,101,36.6,99.5,24.1,Closed,Success,OP103,GMC01,Flow error
O2M01179,PRT003,LOT101,8/29/25 10:10,129,36.4,99.6,25.7,Closed,Fail,OP103,GMC02,Check supply
O2M01180,PRT002,LOT102,8/29/25 10:15,121,34.9,99.9,26.1,Closed,Success,OP102,GMC02,Stable
O2M01181,PRT002,LOT100,8/29/25 10:20,128,36.9,99,26.4,Closed,Success,OP102,GMC02,Flow error
O2M01182,PRT003,LOT100,8/29/25 10:25,108,34.9,99.1,24.5,Closed,Fail,OP102,GMC01,Stable
O2M01183,PRT001,LOT101,8/29/25 10:30,100,35.8,100,25.3,Closed,Success,OP101,GMC02,Stable
O2M01184,PRT002,LOT101,8/29/25 10:35,124,35.3,98.7,23.3,Closed,Success,OP101,GMC01,Leak detected
O2M01185,PRT003,LOT102,8/29/25 10:40,102,35.7,99.1,24.1,Closed,Success,OP102,GMC03,Leak detected
O2M01186,PRT002,LOT102,8/29/25 10:45,130,35.9,99.7,23.7,Closed,Success,OP101,GMC01,Flow error
O2M01187,PRT002,LOT101,8/29/25 10:50,123,35.8,99,26.2,Closed,Success,OP101,GMC03,Stable
O2M01188,PRT003,LOT101,8/29/25 10:55,124,36.5,98.3,26.7,Open,Success,OP102,GMC01,Flow error
O2M01189,PRT003,LOT102,8/29/25 11:00,146,37,99.9,25.6,Open,Success,OP102,GMC01,Leak detected
O2M01190,PRT002,LOT100,8/29/25 11:05,141,35.7,98.4,24.7,Open,Success,OP101,GMC03,Leak detected
O2M01191,PRT003,LOT101,8/29/25 11:10,122,36.8,98.6,26,Closed,Success,OP102,GMC03,Flow error
O2M01192,PRT001,LOT100,8/29/25 11:15,111,35.4,98,26.1,Closed,Success,OP102,GMC03,Check supply
O2M01193,PRT003,LOT101,8/29/25 11:20,129,34.9,98.3,24.6,Closed,Success,OP101,GMC02,Flow error
O2M01194,PRT003,LOT102,8/29/25 11:25,124,36,99.2,25.1,Open,Success,OP101,GMC02,Flow error
O2M01195,PRT003,LOT102,8/29/25 11:30,140,36.7,99.1,23,Closed,Success,OP102,GMC02,Leak detected
O2M01196,PRT002,LOT102,8/29/25 11:35,114,36.7,99.7,24.4,Closed,Success,OP101,GMC03,Check supply
O2M01197,PRT003,LOT101,8/29/25 11:40,115,36.8,99.6,24,Closed,Success,OP101,GMC02,Stable
O2M01198,PRT001,LOT102,8/29/25 11:45,113,35.3,99.2,26,Closed,Fail,OP101,GMC02,Check supply
O2M01199,PRT003,LOT100,8/29/25 11:50,139,35.9,98.6,26.2,Open,Success,OP102,GMC03,Stable
O2M01200,PRT002,LOT101,8/29/25 11:55,136,34.5,99.4,23.5,Closed,Success,OP103,GMC01,Leak detected
O2M01201,PRT001,LOT102,8/29/25 12:00,138,34.9,99.8,26.4,Open,Success,OP101,GMC02,Check supply
O2M01202,PRT001,LOT100,8/29/25 12:05,100,36.3,99.3,24.5,Open,Success,OP103,GMC02,Flow error
O2M01203,PRT002,LOT100,8/29/25 12:10,125,35.6,98.3,24.7,Open,Success,OP101,GMC03,Flow error
O2M01204,PRT003,LOT101,8/29/25 12:15,120,35.5,99.4,24,Closed,Success,OP103,GMC02,Check supply
O2M01205,PRT003,LOT102,8/29/25 12:20,106,36.4,99.8,25.3,Open,Success,OP102,GMC02,Leak detected
O2M01206,PRT001,LOT102,8/29/25 12:25,135,36.5,99.7,23.1,Closed,Success,OP103,GMC03,Stable
O2M01207,PRT002,LOT102,8/29/25 12:30,122,36.6,98.7,26.6,Closed,Success,OP101,GMC03,Flow error
O2M01208,PRT001,LOT100,8/29/25 12:35,117,35.4,98.9,24.2,Closed,Success,OP103,GMC02,Stable
O2M01209,PRT002,LOT100,8/29/25 12:40,144,36.7,99.5,25.6,Open,Success,OP103,GMC01,Flow error
O2M01210,PRT003,LOT101,8/29/25 12:45,123,35.8,99.5,23.2,Open,Success,OP101,GMC02,Leak detected
O2M01211,PRT001,LOT102,8/29/25 12:50,116,36.3,98.3,23.1,Open,Success,OP101,GMC02,Stable
O2M01212,PRT003,LOT102,8/29/25 12:55,142,36.6,98.1,24.9,Open,Success,OP102,GMC02,Check supply
O2M01213,PRT002,LOT101,8/29/25 13:00,121,36.7,99.3,25.4,Closed,Success,OP101,GMC02,Flow error
O2M01214,PRT002,LOT102,8/29/25 13:05,131,35.1,98.2,23.9,Closed,Success,OP101,GMC01,Check supply
O2M01215,PRT002,LOT102,8/29/25 13:10,127,36.4,99.6,25.9,Open,Success,OP101,GMC01,Leak detected
O2M01216,PRT003,LOT102,8/29/25 13:15,130,36.9,98.6,23.2,Closed,Success,OP102,GMC01,Check supply
O2M01217,PRT003,LOT102,8/29/25 13:20,136,36.6,98.3,23.8,Open,Success,OP103,GMC01,Stable
O2M01218,PRT003,LOT102,8/29/25 13:25,126,34.9,99.3,24,Closed,Success,OP103,GMC02,Stable
O2M01219,PRT002,LOT102,8/29/25 13:30,124,34.5,99.7,24.7,Open,Fail,OP103,GMC01,Leak detected
O2M01220,PRT001,LOT100,8/29/25 13:35,101,34.7,98.5,26.5,Open,Success,OP103,GMC03,Flow error
O2M01221,PRT001,LOT101,8/29/25 13:40,106,34.1,99.4,23.8,Closed,Success,OP102,GMC03,Leak detected
O2M01222,PRT002,LOT100,8/29/25 13:45,147,35.4,99.4,23.2,Open,Success,OP103,GMC01,Flow error
O2M01223,PRT003,LOT101,8/29/25 13:50,138,37,99.2,23,Closed,Success,OP103,GMC01,Stable
O2M01224,PRT003,LOT102,8/29/25 13:55,127,37,99.9,25.6,Open,Success,OP102,GMC03,Leak detected
