Cure_ID,Protocol_ID,Lot_ID,Lens_ID,Cavity_ID,DateTime,Precure_Duration_min,RTD1_Temp_C,RTD2_Temp_C,PID_Heater_Setpoint_C,PID_Heater_Actual_C,Pressure_psi,Humidity,Status,Operator_ID,Machine_ID,Defect_Type,Remarks
CURE00970,PRT008,LOT104,LENS0133,CAV14,8/4/25 16:50,18,116.29,119.68,119,121.16,43.24,50.87,Fail,OP104,MC05,Misalignment,Rework needed
CURE00971,PRT010,LOT119,LENS0167,CAV13,8/4/25 16:55,14,117.84,124.66,118,118.42,43.8,43.84,Fail,OP102,MC04,Bubble,Rework needed
CURE00972,PRT003,LOT107,LENS0321,CAV12,8/4/25 17:00,13,121.43,123.25,120,117.32,44.05,54.37,Rework,OP102,MC02,Misalignment,Rework needed
CURE00973,PRT006,LOT120,LENS0308,CAV08,8/4/25 17:05,20,121.76,124.52,118,118.4,38.44,47.59,Fail,OP105,MC01,Misalignment,Rework needed
CURE00974,PRT008,LOT101,LENS0272,CAV18,8/4/25 17:10,11,120.72,121.13,120,120.78,44.63,43.94,Rework,OP106,MC03,Scratch,Rework needed
CURE00975,PRT001,LOT104,LENS0129,CAV03,8/4/25 17:15,17,118.25,124.44,118,117.43,38.11,50.05,Rework,OP102,MC02,Misalignment,Rework needed
CURE00976,PRT006,LOT100,LENS0215,CAV06,8/4/25 17:20,12,121.9,122.55,122,120.24,39.97,44.01,Rework,OP109,MC03,Scratch,Rework needed
CURE00977,PRT008,LOT109,LENS0259,CAV12,8/4/25 17:25,17,121.6,116.03,122,124.24,40.52,43.74,Success,OP108,MC01,None,Stable cycle
CURE00978,PRT008,LOT104,LENS0271,CAV13,8/4/25 17:30,13,121.63,117.73,119,117.9,40.68,53.64,Fail,OP101,MC05,Scratch,Rework needed
CURE00979,PRT009,LOT101,LENS0491,CAV16,8/4/25 17:35,18,119.89,118.2,118,118.74,41.35,42.13,Fail,OP101,MC01,Bubble,Rework needed
CURE00980,PRT007,LOT110,LENS0126,CAV04,8/4/25 17:40,20,119.05,121.35,118,120.98,43.59,48.6,Rework,OP110,MC04,Scratch,Rework needed
CURE00981,PRT006,LOT108,LENS0480,CAV13,8/4/25 17:45,11,121.03,119.23,120,119.97,43.51,40.69,Fail,OP105,MC02,Bubble,Rework needed
CURE00982,PRT005,LOT110,LENS0042,CAV16,8/4/25 17:50,19,124.83,121.02,122,123.23,41.71,45.81,Fail,OP107,MC05,Bubble,Rework needed
CURE00983,PRT005,LOT119,LENS0013,CAV02,8/4/25 17:55,18,118.42,122.01,120,120.53,44.68,50.86,Rework,OP105,MC03,Bubble,Rework needed
CURE00984,PRT007,LOT112,LENS0074,CAV09,8/4/25 18:00,19,123.46,125,120,119.83,42.93,49.97,Rework,OP105,MC05,Bubble,Rework needed
CURE00985,PRT005,LOT109,LENS0437,CAV12,8/4/25 18:05,12,118.97,119.42,118,119.34,44.68,54.39,Rework,OP108,MC01,Misalignment,Rework needed
CURE00986,PRT006,LOT120,LENS0330,CAV08,8/4/25 18:10,10,123.92,118.84,118,116.25,44.74,49.88,Rework,OP101,MC02,Misalignment,Rework needed
CURE00987,PRT007,LOT104,LENS0411,CAV13,8/4/25 18:15,19,124.03,120.4,121,123.76,41.62,43.01,Fail,OP106,MC05,Scratch,Rework needed
CURE00988,PRT007,LOT100,LENS0130,CAV01,8/4/25 18:20,11,122.32,124.86,120,122.14,42.29,53.09,Fail,OP106,MC04,Misalignment,Rework needed
CURE00989,PRT007,LOT101,LENS0023,CAV18,8/4/25 18:25,17,123.48,121.17,119,116.34,38.13,48.93,Fail,OP108,MC05,Misalignment,Rework needed
CURE00990,PRT008,LOT102,LENS0423,CAV09,8/4/25 18:30,18,117.42,123.26,121,122.04,44.86,53.15,Rework,OP107,MC05,Bubble,Rework needed
CURE00991,PRT003,LOT102,LENS0318,CAV12,8/4/25 18:35,19,123.13,115.02,119,120.16,42.94,53.74,Fail,OP102,MC01,Scratch,Rework needed
CURE00992,PRT006,LOT115,LENS0397,CAV02,8/4/25 18:40,14,124.87,120.79,122,121.47,40.2,55,Success,OP101,MC01,None,Stable cycle
CURE00993,PRT002,LOT114,LENS0130,CAV20,8/4/25 18:45,18,119.05,118.16,119,116.6,38.09,43.25,Fail,OP106,MC02,Bubble,Rework needed
CURE00994,PRT007,LOT106,LENS0068,CAV04,8/4/25 18:50,11,119.03,124.84,122,124.96,38.81,41.81,Success,OP106,MC04,None,Stable cycle
CURE00995,PRT004,LOT109,LENS0413,CAV03,8/4/25 18:55,17,117.38,118.98,119,117.02,41.26,50.49,Rework,OP103,MC04,Bubble,Rework needed
CURE00996,PRT004,LOT120,LENS0493,CAV02,8/4/25 19:00,19,123.53,115.57,119,121.07,41.49,50.37,Success,OP106,MC03,None,Stable cycle
CURE00997,PRT002,LOT111,LENS0016,CAV08,8/4/25 19:05,10,122.34,119.18,121,121.37,44.59,41.26,Success,OP106,MC01,None,Stable cycle
CURE00998,PRT009,LOT113,LENS0149,CAV03,8/4/25 19:10,12,115.35,124.96,121,119.06,39.63,45.33,Success,OP107,MC01,None,Stable cycle
CURE00999,PRT005,LOT102,LENS0396,CAV15,8/4/25 19:15,18,116.74,119.88,122,119.36,43.03,51.46,Rework,OP105,MC03,Bubble,Rework needed
CURE01000,PRT003,LOT105,LENS0246,CAV04,8/4/25 19:20,10,124.61,115.19,119,119.81,43.93,46.05,Fail,OP108,MC04,Scratch,Rework needed
CURE01001,PRT002,LOT104,LENS0261,CAV09,8/4/25 19:25,19,116.87,120.1,119,120.71,39.42,49.56,Fail,OP110,MC02,Scratch,Rework needed
CURE01002,PRT001,LOT101,LENS0075,CAV01,8/4/25 19:30,15,121.76,122.65,121,119.39,39.14,46.31,Rework,OP109,MC03,Misalignment,Rework needed
CURE01003,PRT005,LOT104,LENS0488,CAV02,8/4/25 19:35,13,124.34,119.19,122,121.16,42.57,44.21,Rework,OP107,MC03,Scratch,Rework needed
CURE01004,PRT005,LOT105,LENS0374,CAV14,8/4/25 19:40,15,123.61,121.44,119,121.05,40.64,47.38,Success,OP107,MC05,None,Stable cycle
CURE01005,PRT006,LOT103,LENS0325,CAV17,8/4/25 19:45,18,121.91,121.13,120,121.92,43.59,48.92,Rework,OP110,MC05,Bubble,Rework needed
CURE01006,PRT007,LOT102,LENS0215,CAV04,8/4/25 19:50,18,123,119.64,122,123.75,41.58,44.56,Fail,OP105,MC01,Bubble,Rework needed
CURE01007,PRT005,LOT110,LENS0186,CAV19,8/4/25 19:55,10,119.96,118.36,118,119.36,44.99,42.37,Rework,OP109,MC05,Bubble,Rework needed
CURE01008,PRT010,LOT103,LENS0429,CAV04,8/4/25 20:00,16,120.74,118.34,122,122.08,43.06,47.81,Success,OP107,MC01,None,Stable cycle
CURE01009,PRT004,LOT104,LENS0193,CAV18,8/4/25 20:05,14,124.87,123.98,120,120.43,43.69,43.69,Success,OP106,MC04,None,Stable cycle
CURE01010,PRT003,LOT101,LENS0177,CAV12,8/4/25 20:10,14,121.75,120.15,118,119.54,41.25,40.03,Success,OP105,MC01,None,Stable cycle
CURE01011,PRT009,LOT104,LENS0253,CAV05,8/4/25 20:15,10,118.94,118.1,119,116.32,40.8,53,Rework,OP104,MC02,Bubble,Rework needed
CURE01012,PRT005,LOT107,LENS0168,CAV04,8/4/25 20:20,15,117.69,121.08,118,119.19,42.47,48.36,Rework,OP104,MC01,Bubble,Rework needed
CURE01013,PRT007,LOT102,LENS0098,CAV04,8/4/25 20:25,14,124.59,115.21,122,121.1,42.74,44.46,Success,OP107,MC04,None,Stable cycle
CURE01014,PRT007,LOT105,LENS0393,CAV06,8/4/25 20:30,18,115.6,117.11,119,121.92,38.45,53.63,Success,OP102,MC01,None,Stable cycle
CURE01015,PRT009,LOT101,LENS0018,CAV17,8/4/25 20:35,13,121.51,121.85,121,123.1,38.57,48.17,Fail,OP102,MC05,Misalignment,Rework needed
CURE01016,PRT010,LOT113,LENS0139,CAV02,8/4/25 20:40,18,115.56,116.38,120,118,43.57,54.98,Fail,OP104,MC01,Bubble,Rework needed
CURE01017,PRT007,LOT105,LENS0414,CAV11,8/4/25 20:45,14,118.33,122.32,121,121.42,43.19,45.22,Rework,OP102,MC03,Scratch,Rework needed
CURE01018,PRT009,LOT102,LENS0102,CAV15,8/4/25 20:50,16,122.93,120.75,119,117.72,43.74,42.7,Success,OP102,MC01,None,Stable cycle
CURE01019,PRT007,LOT111,LENS0228,CAV04,8/4/25 20:55,18,119.01,118.18,119,118.73,38.94,50.85,Fail,OP101,MC05,Misalignment,Rework needed
CURE01020,PRT009,LOT104,LENS0044,CAV06,8/4/25 21:00,10,123.54,123.23,119,117.82,40.92,54.2,Success,OP101,MC01,None,Stable cycle
CURE01021,PRT001,LOT100,LENS0296,CAV07,8/4/25 21:05,13,122.83,117.31,121,121.01,43.64,50.25,Success,OP103,MC01,None,Stable cycle
CURE01022,PRT005,LOT106,LENS0421,CAV06,8/4/25 21:10,12,124.4,120.96,118,115.43,38.7,42.56,Success,OP101,MC03,None,Stable cycle
CURE01023,PRT009,LOT103,LENS0262,CAV11,8/4/25 21:15,11,118.66,123.29,118,119.53,42.7,50.61,Rework,OP104,MC03,Scratch,Rework needed
CURE01024,PRT008,LOT116,LENS0192,CAV20,8/4/25 21:20,20,122.62,115.06,119,117.42,44.24,49.26,Rework,OP102,MC05,Misalignment,Rework needed
CURE01025,PRT002,LOT120,LENS0340,CAV01,8/4/25 21:25,17,117.27,118.41,118,120.85,40.53,52.4,Fail,OP106,MC02,Misalignment,Rework needed
CURE01026,PRT004,LOT106,LENS0296,CAV16,8/4/25 21:30,16,120.07,121.25,121,120.56,41.17,52.26,Fail,OP110,MC02,Bubble,Rework needed
CURE01027,PRT008,LOT100,LENS0290,CAV17,8/4/25 21:35,20,122.3,117.22,121,122.71,39.96,40.54,Rework,OP105,MC05,Misalignment,Rework needed
CURE01028,PRT002,LOT120,LENS0057,CAV14,8/4/25 21:40,14,118.08,122.7,121,120.96,40.82,43.69,Rework,OP104,MC02,Scratch,Rework needed
CURE01029,PRT007,LOT109,LENS0369,CAV20,8/4/25 21:45,11,117.46,124.76,118,117.72,43.73,52.62,Fail,OP105,MC03,Bubble,Rework needed
CURE01030,PRT008,LOT116,LENS0351,CAV06,8/4/25 21:50,15,119.75,122.88,122,119.07,40.44,45.54,Success,OP105,MC03,None,Stable cycle
CURE01031,PRT006,LOT104,LENS0184,CAV19,8/4/25 21:55,14,123.73,118.45,121,121.64,43.7,42.62,Success,OP109,MC02,None,Stable cycle
CURE01032,PRT002,LOT110,LENS0436,CAV08,8/4/25 22:00,13,120.79,115.85,118,118.89,44.75,53.43,Rework,OP103,MC05,Misalignment,Rework needed
CURE01033,PRT002,LOT107,LENS0123,CAV18,8/4/25 22:05,13,120.77,115.27,121,118.71,42.39,54.95,Success,OP102,MC01,None,Stable cycle
CURE01034,PRT003,LOT101,LENS0313,CAV02,8/4/25 22:10,17,117.44,119.49,118,118.7,39.32,49.42,Fail,OP106,MC01,Bubble,Rework needed
CURE01035,PRT009,LOT120,LENS0096,CAV07,8/4/25 22:15,19,119.03,122.18,120,118.67,41.97,44.27,Fail,OP104,MC05,Bubble,Rework needed
CURE01036,PRT010,LOT116,LENS0498,CAV15,8/4/25 22:20,17,121.27,118.89,122,120.36,38.78,46.45,Success,OP109,MC04,None,Stable cycle
CURE01037,PRT009,LOT113,LENS0094,CAV14,8/4/25 22:25,11,120.8,116.3,120,120.96,38.23,47.55,Success,OP107,MC02,None,Stable cycle
CURE01038,PRT005,LOT120,LENS0072,CAV01,8/4/25 22:30,15,118.37,120.39,118,116.62,38.77,43.88,Success,OP101,MC02,None,Stable cycle
CURE01039,PRT006,LOT104,LENS0203,CAV06,8/4/25 22:35,10,121.82,119.59,122,123.84,42.41,50.52,Success,OP107,MC01,None,Stable cycle
CURE01040,PRT002,LOT104,LENS0010,CAV15,8/4/25 22:40,18,124.82,118.41,121,118.32,41.09,41.79,Rework,OP103,MC02,Misalignment,Rework needed
CURE01041,PRT003,LOT110,LENS0220,CAV09,8/4/25 22:45,12,117.47,115.69,120,121.21,38.27,46.07,Success,OP102,MC04,None,Stable cycle
CURE01042,PRT004,LOT116,LENS0368,CAV09,8/4/25 22:50,16,122.02,119.68,118,120.88,44.03,51.33,Success,OP110,MC03,None,Stable cycle
CURE01043,PRT001,LOT113,LENS0449,CAV11,8/4/25 22:55,10,123.82,122.97,119,116.06,44.42,51.62,Rework,OP105,MC05,Misalignment,Rework needed
CURE01044,PRT002,LOT117,LENS0004,CAV20,8/4/25 23:00,19,122.5,119.57,121,120.99,42.19,53.2,Rework,OP109,MC03,Bubble,Rework needed
CURE01045,PRT001,LOT105,LENS0150,CAV05,8/4/25 23:05,17,122.25,123.78,119,118.75,39.6,40.88,Success,OP109,MC01,None,Stable cycle
CURE01046,PRT004,LOT101,LENS0225,CAV18,8/4/25 23:10,13,121.96,115.49,121,121.49,42.47,41.82,Fail,OP103,MC04,Scratch,Rework needed
CURE01047,PRT005,LOT105,LENS0321,CAV11,8/4/25 23:15,10,122.96,124,118,115.68,43.41,51.66,Success,OP105,MC02,None,Stable cycle
CURE01048,PRT007,LOT111,LENS0406,CAV20,8/4/25 23:20,13,120.8,116.11,121,120.19,40.79,46.02,Fail,OP106,MC01,Misalignment,Rework needed
CURE01049,PRT005,LOT117,LENS0439,CAV18,8/4/25 23:25,17,118.3,117.71,118,118.05,43.94,45.18,Success,OP106,MC01,None,Stable cycle
CURE01050,PRT010,LOT118,LENS0351,CAV05,8/4/25 23:30,19,116.11,122.99,121,119.6,40.23,51.54,Fail,OP101,MC02,Bubble,Rework needed
CURE01051,PRT001,LOT114,LENS0466,CAV04,8/4/25 23:35,13,123.43,120.37,122,121.43,44.69,44.63,Fail,OP102,MC05,Bubble,Rework needed
CURE01052,PRT009,LOT110,LENS0402,CAV12,8/4/25 23:40,18,120.07,119.7,120,119.67,44.32,54.69,Fail,OP106,MC03,Bubble,Rework needed
CURE01053,PRT001,LOT116,LENS0432,CAV02,8/4/25 23:45,13,119.52,118.12,122,122,40.52,50.07,Success,OP107,MC04,None,Stable cycle
CURE01054,PRT009,LOT117,LENS0400,CAV01,8/4/25 23:50,10,118.77,124.51,118,117.11,42,52.73,Rework,OP104,MC02,Misalignment,Rework needed
CURE01055,PRT010,LOT100,LENS0462,CAV12,8/4/25 23:55,18,115.08,120.39,122,123.07,41.95,52.88,Fail,OP106,MC04,Scratch,Rework needed
CURE01056,PRT004,LOT110,LENS0033,CAV16,8/5/25 0:00,15,121.9,116.05,119,118.52,39.43,41.99,Success,OP102,MC01,None,Stable cycle
CURE01057,PRT003,LOT113,LENS0161,CAV06,8/5/25 0:05,17,119.92,116.35,118,119.88,42.95,53.75,Success,OP104,MC02,None,Stable cycle
CURE01058,PRT007,LOT101,LENS0419,CAV14,8/5/25 0:10,13,122.52,121.02,122,123.84,42.4,51.08,Fail,OP110,MC01,Scratch,Rework needed
CURE01059,PRT002,LOT106,LENS0410,CAV05,8/5/25 0:15,17,116.27,122.32,119,119.93,44.33,53.16,Rework,OP102,MC03,Scratch,Rework needed
CURE01060,PRT001,LOT106,LENS0247,CAV07,8/5/25 0:20,10,124.4,122.84,122,121.05,44.19,54.43,Success,OP107,MC03,None,Stable cycle
CURE01061,PRT008,LOT109,LENS0325,CAV06,8/5/25 0:25,15,117.41,116.93,120,120.93,40.8,43.36,Success,OP107,MC02,None,Stable cycle
CURE01062,PRT003,LOT117,LENS0462,CAV01,8/5/25 0:30,20,116.83,118.96,119,118.89,38.98,52.04,Rework,OP101,MC01,Misalignment,Rework needed
CURE01063,PRT007,LOT118,LENS0144,CAV05,8/5/25 0:35,19,116.37,124.57,121,120.54,40.52,40.97,Rework,OP103,MC05,Misalignment,Rework needed
CURE01064,PRT002,LOT114,LENS0204,CAV10,8/5/25 0:40,10,117.57,124.05,118,115.97,42.4,50.26,Success,OP104,MC05,None,Stable cycle
CURE01065,PRT007,LOT118,LENS0013,CAV16,8/5/25 0:45,19,120.55,121.52,119,117.29,38.45,51.52,Fail,OP107,MC05,Misalignment,Rework needed
CURE01066,PRT003,LOT119,LENS0281,CAV19,8/5/25 0:50,14,117.96,121.17,118,115.74,40.15,48.05,Rework,OP101,MC04,Misalignment,Rework needed
CURE01067,PRT007,LOT116,LENS0309,CAV19,8/5/25 0:55,11,121.97,122.74,120,117.53,38.75,51.37,Success,OP110,MC02,None,Stable cycle
CURE01068,PRT007,LOT115,LENS0133,CAV08,8/5/25 1:00,15,116.45,115.77,118,118.8,41.9,44.23,Fail,OP107,MC02,Scratch,Rework needed
CURE01069,PRT009,LOT109,LENS0054,CAV04,8/5/25 1:05,10,117.01,117.29,120,122.97,38.71,54.07,Fail,OP104,MC04,Bubble,Rework needed
CURE01070,PRT002,LOT107,LENS0049,CAV01,8/5/25 1:10,16,122.55,124.13,120,120.41,42.79,49.93,Rework,OP109,MC05,Scratch,Rework needed
CURE01071,PRT002,LOT103,LENS0090,CAV09,8/5/25 1:15,17,122.43,121.01,118,117.04,40.79,51.72,Rework,OP106,MC05,Misalignment,Rework needed
CURE01072,PRT003,LOT105,LENS0082,CAV18,8/5/25 1:20,16,120.43,124.31,121,120.2,41.45,51.98,Fail,OP102,MC05,Misalignment,Rework needed
CURE01073,PRT001,LOT120,LENS0196,CAV05,8/5/25 1:25,11,120.88,122.1,118,118.26,42.85,43.99,Success,OP101,MC01,None,Stable cycle
CURE01074,PRT003,LOT110,LENS0321,CAV17,8/5/25 1:30,10,118.82,119.73,121,122.79,38.46,51.84,Rework,OP103,MC01,Misalignment,Rework needed
CURE01075,PRT009,LOT101,LENS0396,CAV15,8/5/25 1:35,18,115.57,122.88,121,120.03,40.49,42.1,Fail,OP106,MC01,Misalignment,Rework needed
CURE01076,PRT010,LOT117,LENS0166,CAV15,8/5/25 1:40,12,115.61,121.01,119,121.27,43.22,41.91,Success,OP104,MC04,None,Stable cycle
CURE01077,PRT010,LOT107,LENS0466,CAV06,8/5/25 1:45,18,119.81,120.2,122,121.61,43.6,54.82,Rework,OP109,MC03,Misalignment,Rework needed
CURE01078,PRT010,LOT113,LENS0169,CAV07,8/5/25 1:50,15,116.44,124.25,119,118.41,40.13,42.47,Fail,OP103,MC02,Misalignment,Rework needed
CURE01079,PRT006,LOT114,LENS0411,CAV08,8/5/25 1:55,19,123.25,115.86,121,122.96,43.27,43.41,Fail,OP104,MC02,Bubble,Rework needed
CURE01080,PRT005,LOT110,LENS0229,CAV16,8/5/25 2:00,15,119.02,124.59,121,120.29,38.27,50.37,Rework,OP103,MC04,Bubble,Rework needed
CURE01081,PRT005,LOT103,LENS0140,CAV18,8/5/25 2:05,18,124.71,124.46,119,119.42,44.45,41.98,Fail,OP107,MC05,Bubble,Rework needed
CURE01082,PRT009,LOT111,LENS0018,CAV09,8/5/25 2:10,19,122.4,119.67,118,119.33,39.48,44.25,Fail,OP108,MC01,Scratch,Rework needed
CURE01083,PRT004,LOT110,LENS0368,CAV10,8/5/25 2:15,20,118.4,116.42,119,120.78,38.07,42.15,Success,OP102,MC01,None,Stable cycle
CURE01084,PRT003,LOT103,LENS0249,CAV07,8/5/25 2:20,18,116.82,116.8,120,122.65,43.41,50.27,Success,OP101,MC03,None,Stable cycle
CURE01085,PRT002,LOT115,LENS0092,CAV06,8/5/25 2:25,11,121.47,121.99,118,117.52,44.52,40.07,Rework,OP103,MC04,Misalignment,Rework needed
CURE01086,PRT002,LOT106,LENS0145,CAV06,8/5/25 2:30,11,119.97,122.78,121,122.66,41.86,45.14,Fail,OP101,MC03,Scratch,Rework needed
CURE01087,PRT007,LOT118,LENS0063,CAV19,8/5/25 2:35,13,116.77,124.6,121,120.36,42.15,54.21,Success,OP101,MC01,None,Stable cycle
CURE01088,PRT010,LOT104,LENS0064,CAV01,8/5/25 2:40,10,123.9,115.65,121,120.54,39.66,42.18,Rework,OP107,MC01,Misalignment,Rework needed
CURE01089,PRT009,LOT108,LENS0034,CAV19,8/5/25 2:45,17,119.27,120.55,121,120.72,44.3,42.71,Fail,OP110,MC02,Bubble,Rework needed
CURE01090,PRT009,LOT111,LENS0036,CAV11,8/5/25 2:50,17,124.08,124.31,120,122.83,41.32,49.9,Rework,OP108,MC03,Scratch,Rework needed
CURE01091,PRT010,LOT104,LENS0054,CAV09,8/5/25 2:55,12,124.26,123,121,119.36,40.34,53.96,Rework,OP102,MC03,Scratch,Rework needed
CURE01092,PRT004,LOT119,LENS0108,CAV04,8/5/25 3:00,18,122.83,115.87,122,121.54,42.51,43.88,Success,OP103,MC05,None,Stable cycle
CURE01093,PRT006,LOT104,LENS0298,CAV18,8/5/25 3:05,10,119.61,118.14,121,118.86,40.33,43.14,Fail,OP103,MC03,Misalignment,Rework needed
CURE01094,PRT001,LOT107,LENS0247,CAV06,8/5/25 3:10,17,117.97,116.28,119,119.03,44.18,44.11,Success,OP109,MC01,None,Stable cycle
CURE01095,PRT009,LOT106,LENS0172,CAV11,8/5/25 3:15,15,115.33,122.22,119,116.65,44.21,40.76,Fail,OP105,MC04,Misalignment,Rework needed
CURE01096,PRT005,LOT109,LENS0042,CAV15,8/5/25 3:20,13,122.85,118.24,122,122.65,40.38,52,Success,OP110,MC01,None,Stable cycle
CURE01097,PRT010,LOT103,LENS0103,CAV18,8/5/25 3:25,14,124.16,122.32,121,119.81,41.63,45.29,Fail,OP109,MC02,Bubble,Rework needed
CURE01098,PRT009,LOT112,LENS0177,CAV09,8/5/25 3:30,13,119.43,116.98,121,118.97,44.74,47.59,Rework,OP103,MC04,Misalignment,Rework needed
CURE01099,PRT008,LOT111,LENS0067,CAV16,8/5/25 3:35,20,116.22,121.36,120,122.82,41.71,48.95,Fail,OP103,MC05,Misalignment,Rework needed
CURE01100,PRT007,LOT119,LENS0103,CAV18,8/5/25 3:40,10,117.98,123.07,121,123.6,42.3,42.46,Fail,OP103,MC04,Scratch,Rework needed
CURE01101,PRT008,LOT112,LENS0361,CAV04,8/5/25 3:45,13,122.42,119.06,122,119.32,39.76,49.92,Rework,OP103,MC04,Bubble,Rework needed
CURE01102,PRT006,LOT119,LENS0243,CAV03,8/5/25 3:50,18,118.34,115.48,118,117.16,42.47,49.89,Fail,OP106,MC01,Bubble,Rework needed
CURE01103,PRT005,LOT115,LENS0425,CAV11,8/5/25 3:55,17,118.22,117.1,118,115.73,41.74,49.99,Rework,OP101,MC04,Bubble,Rework needed
CURE01104,PRT001,LOT101,LENS0326,CAV18,8/5/25 4:00,14,123.97,119.74,119,120.8,41.66,49.47,Rework,OP103,MC03,Misalignment,Rework needed
CURE01105,PRT010,LOT114,LENS0401,CAV19,8/5/25 4:05,14,118.73,122.25,122,123.85,41.71,43.62,Fail,OP110,MC05,Bubble,Rework needed
CURE01106,PRT009,LOT118,LENS0337,CAV02,8/5/25 4:10,15,117.63,120.23,118,116.25,42.48,46.53,Success,OP106,MC03,None,Stable cycle
CURE01107,PRT006,LOT114,LENS0468,CAV18,8/5/25 4:15,10,115.13,117.98,120,120.54,44.95,48.56,Success,OP107,MC03,None,Stable cycle
CURE01108,PRT006,LOT102,LENS0163,CAV15,8/5/25 4:20,15,116.25,115.53,119,117.95,43,44.61,Rework,OP109,MC02,Scratch,Rework needed
CURE01109,PRT003,LOT108,LENS0104,CAV03,8/5/25 4:25,12,117.14,115.66,121,118.98,44.68,49.23,Success,OP108,MC03,None,Stable cycle
CURE01110,PRT004,LOT112,LENS0119,CAV16,8/5/25 4:30,12,124.84,115.67,122,124.05,44.03,46.63,Fail,OP108,MC02,Bubble,Rework needed
CURE01111,PRT008,LOT104,LENS0016,CAV04,8/5/25 4:35,20,123.71,121.3,118,117.01,40.39,48.22,Success,OP106,MC02,None,Stable cycle
CURE01112,PRT010,LOT106,LENS0379,CAV08,8/5/25 4:40,11,119.3,121.43,121,118.84,41,50.54,Fail,OP103,MC05,Bubble,Rework needed
CURE01113,PRT003,LOT115,LENS0254,CAV17,8/5/25 4:45,18,119.62,121.46,122,121.36,42.38,49.58,Fail,OP109,MC02,Scratch,Rework needed
CURE01114,PRT004,LOT104,LENS0080,CAV08,8/5/25 4:50,17,121.73,119.63,121,121.99,40.06,40.29,Rework,OP105,MC04,Bubble,Rework needed
CURE01115,PRT007,LOT112,LENS0285,CAV18,8/5/25 4:55,15,115.59,123.66,118,120.04,39.98,45.27,Success,OP101,MC05,None,Stable cycle
CURE01116,PRT004,LOT112,LENS0243,CAV10,8/5/25 5:00,16,117.06,117.07,119,120.69,43.34,45.19,Fail,OP106,MC01,Bubble,Rework needed
CURE01117,PRT008,LOT108,LENS0077,CAV13,8/5/25 5:05,15,122.67,116.73,120,118.7,40.91,45.62,Rework,OP106,MC02,Misalignment,Rework needed
CURE01118,PRT008,LOT119,LENS0320,CAV01,8/5/25 5:10,11,121.64,118.28,121,123.22,41.04,40.64,Rework,OP104,MC01,Bubble,Rework needed
CURE01119,PRT006,LOT106,LENS0477,CAV14,8/5/25 5:15,11,121.45,121.78,119,117.35,42.48,49.39,Success,OP103,MC03,None,Stable cycle
CURE01120,PRT004,LOT112,LENS0372,CAV12,8/5/25 5:20,18,115.56,120.78,120,117.45,43.56,51.61,Fail,OP109,MC03,Bubble,Rework needed
CURE01121,PRT005,LOT108,LENS0292,CAV05,8/5/25 5:25,14,119.39,120.37,122,119.82,40.75,51.36,Success,OP107,MC05,None,Stable cycle
CURE01122,PRT001,LOT115,LENS0104,CAV07,8/5/25 5:30,15,119.01,124.49,120,117.99,39.07,48.89,Fail,OP105,MC03,Scratch,Rework needed
CURE01123,PRT007,LOT107,LENS0164,CAV10,8/5/25 5:35,15,123.91,115.28,119,119.43,41.99,49.98,Rework,OP110,MC03,Misalignment,Rework needed
CURE01124,PRT003,LOT115,LENS0362,CAV10,8/5/25 5:40,11,115.77,115.78,119,119.03,43.98,47.72,Success,OP108,MC05,None,Stable cycle
CURE01125,PRT005,LOT104,LENS0271,CAV09,8/5/25 5:45,16,123.81,118.61,121,120.19,43.97,51.54,Rework,OP108,MC03,Bubble,Rework needed
CURE01126,PRT002,LOT120,LENS0255,CAV06,8/5/25 5:50,13,123.27,123.51,119,119.06,38.72,44.04,Success,OP104,MC03,None,Stable cycle
CURE01127,PRT005,LOT103,LENS0100,CAV15,8/5/25 5:55,20,120.99,115.24,118,115.78,44.56,51.75,Success,OP108,MC02,None,Stable cycle
CURE01128,PRT006,LOT110,LENS0349,CAV12,8/5/25 6:00,15,116.79,119.39,119,117.32,43.08,44.87,Fail,OP104,MC03,Scratch,Rework needed
CURE01129,PRT010,LOT120,LENS0101,CAV02,8/5/25 6:05,18,118.29,115.97,120,122.9,42.87,42.61,Fail,OP101,MC01,Misalignment,Rework needed
CURE01130,PRT009,LOT109,LENS0286,CAV13,8/5/25 6:10,19,115.49,122.87,122,120.4,44.63,44.43,Rework,OP106,MC03,Scratch,Rework needed
CURE01131,PRT008,LOT110,LENS0391,CAV14,8/5/25 6:15,12,115.18,123.9,119,120.53,44.61,44.58,Rework,OP109,MC02,Scratch,Rework needed
CURE01132,PRT008,LOT120,LENS0437,CAV08,8/5/25 6:20,12,123.29,117.04,119,121.09,40.19,41.34,Rework,OP102,MC05,Scratch,Rework needed
CURE01133,PRT004,LOT116,LENS0384,CAV15,8/5/25 6:25,13,118.77,115.13,120,122.08,41.86,42.52,Success,OP110,MC03,None,Stable cycle
CURE01134,PRT005,LOT119,LENS0204,CAV14,8/5/25 6:30,16,124.99,120.95,120,119.99,40.36,50.18,Success,OP101,MC04,None,Stable cycle
CURE01135,PRT003,LOT120,LENS0109,CAV06,8/5/25 6:35,19,116.84,119.85,119,116.16,40.1,43.43,Rework,OP105,MC02,Scratch,Rework needed
