GasMix_ID,Protocol_ID,Lot_ID,DateTime,Gas_Type,FlowRate_sccm,Pressure_psi,Mix_Ratio_percent,Temperature_C,Valve_Status,Status,Operator_ID,Machine_ID,Remarks
GAS00985,PRT005,LOT109,8/4/25 18:05,Ar,281.35,37.04,68.18,26.41,Closed,Fail,OP108,GMC04,Check system
GAS00986,PRT006,LOT120,8/4/25 18:10,Ar,213.07,35.42,15.73,21.94,Closed,Success,OP101,GMC05,Stable flow
GAS00987,PRT007,LOT104,8/4/25 18:15,CO2,221.56,34.36,10.42,24.01,Closed,Fail,OP106,GMC05,Check system
GAS00988,PRT007,LOT100,8/4/25 18:20,N2,113.74,37.65,39.03,27.25,Closed,Success,OP106,GMC01,Stable flow
GAS00989,PRT007,LOT101,8/4/25 18:25,N2,265.99,32.18,77.1,23.32,Closed,Success,OP108,GMC04,Stable flow
GAS00990,PRT008,LOT102,8/4/25 18:30,O2,103.32,34.06,60.74,22.15,Open,Success,OP107,GMC02,Stable flow
GAS00991,PRT003,LOT102,8/4/25 18:35,CO2,242.55,39.34,65.2,25.54,Closed,Success,OP102,GMC04,Stable flow
GAS00992,PRT006,LOT115,8/4/25 18:40,CO2,212.97,38.66,38.36,26.28,Closed,Success,OP101,GMC04,Stable flow
GAS00993,PRT002,LOT114,8/4/25 18:45,N2,290.57,37.94,77.61,25.75,Open,Success,OP106,GMC03,Stable flow
GAS00994,PRT007,LOT106,8/4/25 18:50,O2,253.82,37.47,24.23,29.48,Open,Success,OP106,GMC05,Stable flow
GAS00995,PRT004,LOT109,8/4/25 18:55,O2,58.72,32.93,31.26,22.5,Open,Success,OP103,GMC05,Stable flow
GAS00996,PRT004,LOT120,8/4/25 19:00,O2,236.53,32.86,9.73,21.62,Closed,Fail,OP106,GMC01,Check system
GAS00997,PRT002,LOT111,8/4/25 19:05,O2,60.97,32.18,54.03,20.43,Closed,Success,OP106,GMC04,Stable flow
GAS00998,PRT009,LOT113,8/4/25 19:10,Ar,74.78,32.37,42.39,22.51,Closed,Fail,OP107,GMC02,Check system
GAS00999,PRT005,LOT102,8/4/25 19:15,Ar,146.94,35.62,62.58,26.76,Closed,Success,OP105,GMC03,Stable flow
GAS01000,PRT003,LOT105,8/4/25 19:20,O2,172.19,39.34,60.4,21.38,Open,Success,OP108,GMC02,Stable flow
GAS01001,PRT002,LOT104,8/4/25 19:25,N2,287.89,37.69,62.23,28.64,Closed,Success,OP110,GMC03,Stable flow
GAS01002,PRT001,LOT101,8/4/25 19:30,N2,62.72,36.29,26.65,20.73,Open,Fail,OP109,GMC02,Check system
GAS01003,PRT005,LOT104,8/4/25 19:35,CO2,197.23,35.07,43.6,22.33,Closed,Success,OP107,GMC02,Stable flow
GAS01004,PRT005,LOT105,8/4/25 19:40,N2,279.4,31.11,73.7,25.95,Open,Success,OP107,GMC01,Stable flow
GAS01005,PRT006,LOT103,8/4/25 19:45,CO2,223.84,34.43,43.7,26.15,Closed,Fail,OP110,GMC02,Check system
GAS01006,PRT007,LOT102,8/4/25 19:50,N2,198.86,36.36,52.68,26.54,Closed,Fail,OP105,GMC01,Check system
GAS01007,PRT005,LOT110,8/4/25 19:55,CO2,58.93,34.54,45.46,27.52,Closed,Success,OP109,GMC02,Stable flow
GAS01008,PRT010,LOT103,8/4/25 20:00,O2,95.81,38.78,9.55,24.76,Open,Fail,OP107,GMC04,Check system
GAS01009,PRT004,LOT104,8/4/25 20:05,Ar,162.02,38.33,26.97,27.6,Open,Success,OP106,GMC01,Stable flow
GAS01010,PRT003,LOT101,8/4/25 20:10,CO2,181.71,31.35,51.31,24.69,Open,Fail,OP105,GMC01,Check system
GAS01011,PRT009,LOT104,8/4/25 20:15,N2,112.21,32.6,76.18,29.91,Open,Success,OP104,GMC02,Stable flow
GAS01012,PRT005,LOT107,8/4/25 20:20,CO2,79.75,31.73,35.18,29.67,Open,Success,OP104,GMC05,Stable flow
GAS01013,PRT007,LOT102,8/4/25 20:25,Ar,260.11,39.4,65.95,20.33,Open,Success,OP107,GMC04,Stable flow
GAS01014,PRT007,LOT105,8/4/25 20:30,Ar,117.8,30.22,76.07,26.08,Closed,Fail,OP102,GMC02,Check system
GAS01015,PRT009,LOT101,8/4/25 20:35,N2,287,32.16,47.52,22.07,Closed,Fail,OP102,GMC02,Check system
GAS01016,PRT010,LOT113,8/4/25 20:40,CO2,70.43,35.2,65.03,20.68,Closed,Success,OP104,GMC04,Stable flow
GAS01017,PRT007,LOT105,8/4/25 20:45,CO2,91.53,38.84,78.41,20.25,Closed,Success,OP102,GMC01,Stable flow
GAS01018,PRT009,LOT102,8/4/25 20:50,Ar,84.46,33.34,72.14,28.3,Closed,Success,OP102,GMC01,Stable flow
GAS01019,PRT007,LOT111,8/4/25 20:55,CO2,299.49,35.41,44.78,22.83,Open,Fail,OP101,GMC05,Check system
GAS01020,PRT009,LOT104,8/4/25 21:00,CO2,227.67,38.59,39.67,22.79,Open,Fail,OP101,GMC01,Check system
GAS01021,PRT001,LOT100,8/4/25 21:05,O2,199.79,36.17,59.73,20.41,Closed,Success,OP103,GMC04,Stable flow
GAS01022,PRT005,LOT106,8/4/25 21:10,O2,288.38,32.9,16.29,29.33,Closed,Success,OP101,GMC05,Stable flow
GAS01023,PRT009,LOT103,8/4/25 21:15,O2,205.18,34.17,40.14,24.11,Closed,Success,OP104,GMC03,Stable flow
GAS01024,PRT008,LOT116,8/4/25 21:20,N2,99.48,31.56,34.29,28.38,Closed,Success,OP102,GMC01,Stable flow
GAS01025,PRT002,LOT120,8/4/25 21:25,Ar,183.59,37.99,9.24,29.94,Open,Fail,OP106,GMC05,Check system
GAS01026,PRT004,LOT106,8/4/25 21:30,Ar,297.22,38.34,44.4,24.23,Open,Success,OP110,GMC01,Stable flow
GAS01027,PRT008,LOT100,8/4/25 21:35,Ar,298.56,39.27,28.2,23.03,Open,Fail,OP105,GMC03,Check system
GAS01028,PRT002,LOT120,8/4/25 21:40,CO2,194.72,34.69,10.8,26.52,Open,Success,OP104,GMC05,Stable flow
GAS01029,PRT007,LOT109,8/4/25 21:45,N2,56.97,36.39,17.85,20.12,Open,Fail,OP105,GMC02,Check system
GAS01030,PRT008,LOT116,8/4/25 21:50,CO2,173.75,31.59,74.83,25.85,Open,Success,OP105,GMC03,Stable flow
GAS01031,PRT006,LOT104,8/4/25 21:55,O2,87.61,35.54,40.91,23.19,Open,Fail,OP109,GMC05,Check system
GAS01032,PRT002,LOT110,8/4/25 22:00,O2,146,37.48,36.49,27.29,Closed,Fail,OP103,GMC02,Check system
GAS01033,PRT002,LOT107,8/4/25 22:05,N2,260.55,31.41,42.79,21.41,Open,Fail,OP102,GMC03,Check system
GAS01034,PRT003,LOT101,8/4/25 22:10,CO2,270.75,39.35,70.66,25.05,Open,Fail,OP106,GMC01,Check system
GAS01035,PRT009,LOT120,8/4/25 22:15,CO2,227.25,35.82,75.58,21.03,Closed,Success,OP104,GMC04,Stable flow
GAS01036,PRT010,LOT116,8/4/25 22:20,O2,167.41,36.6,51.98,29.46,Closed,Success,OP109,GMC01,Stable flow
GAS01037,PRT009,LOT113,8/4/25 22:25,N2,270.41,36.37,41.63,29.17,Open,Success,OP107,GMC02,Stable flow
GAS01038,PRT005,LOT120,8/4/25 22:30,O2,202.59,39.14,68.74,26.69,Open,Success,OP101,GMC03,Stable flow
GAS01039,PRT006,LOT104,8/4/25 22:35,N2,202.5,35.1,41.49,29.51,Open,Fail,OP107,GMC05,Check system
GAS01040,PRT002,LOT104,8/4/25 22:40,N2,144.61,32.63,15.7,26.2,Closed,Fail,OP103,GMC04,Check system
GAS01041,PRT003,LOT110,8/4/25 22:45,CO2,299.59,33.72,55.88,28.51,Closed,Success,OP102,GMC04,Stable flow
GAS01042,PRT004,LOT116,8/4/25 22:50,Ar,157.34,31.18,16.3,29.62,Open,Success,OP110,GMC03,Stable flow
GAS01043,PRT001,LOT113,8/4/25 22:55,CO2,220.87,32.47,62.29,21.91,Closed,Fail,OP105,GMC02,Check system
GAS01044,PRT002,LOT117,8/4/25 23:00,O2,240.85,36.05,33.12,25.57,Closed,Fail,OP109,GMC04,Check system
GAS01045,PRT001,LOT105,8/4/25 23:05,CO2,75.37,31.91,30.97,27.59,Closed,Success,OP109,GMC01,Stable flow
GAS01046,PRT004,LOT101,8/4/25 23:10,CO2,289.31,37.61,27.05,28.73,Open,Success,OP103,GMC02,Stable flow
GAS01047,PRT005,LOT105,8/4/25 23:15,CO2,221.3,38.57,65.42,26.82,Open,Fail,OP105,GMC03,Check system
GAS01048,PRT007,LOT111,8/4/25 23:20,Ar,285.94,32.34,66.62,26.57,Closed,Fail,OP106,GMC04,Check system
GAS01049,PRT005,LOT117,8/4/25 23:25,CO2,226.72,36.2,38.32,23.72,Open,Fail,OP106,GMC02,Check system
GAS01050,PRT010,LOT118,8/4/25 23:30,CO2,177.76,32.72,67.96,28.8,Open,Success,OP101,GMC05,Stable flow
GAS01051,PRT001,LOT114,8/4/25 23:35,O2,67.01,38.61,33.34,22.56,Closed,Success,OP102,GMC05,Stable flow
GAS01052,PRT009,LOT110,8/4/25 23:40,CO2,55.14,34.31,14.93,20.48,Open,Fail,OP106,GMC04,Check system
GAS01053,PRT001,LOT116,8/4/25 23:45,CO2,65.92,33.22,7.82,21.79,Closed,Success,OP107,GMC02,Stable flow
GAS01054,PRT009,LOT117,8/4/25 23:50,Ar,66.67,31.11,71.94,25.02,Open,Success,OP104,GMC01,Stable flow
GAS01055,PRT010,LOT100,8/4/25 23:55,N2,130.59,38.43,44.97,24.59,Open,Fail,OP106,GMC02,Check system
GAS01056,PRT004,LOT110,8/5/25 0:00,CO2,205.28,36.33,73.56,22.55,Closed,Success,OP102,GMC04,Stable flow
GAS01057,PRT003,LOT113,8/5/25 0:05,Ar,163.73,31.19,64.62,26.24,Open,Success,OP104,GMC04,Stable flow
GAS01058,PRT007,LOT101,8/5/25 0:10,N2,272.77,31.29,56.22,27.32,Open,Fail,OP110,GMC05,Check system
GAS01059,PRT002,LOT106,8/5/25 0:15,N2,164.69,35.48,20.94,28.39,Open,Fail,OP102,GMC05,Check system
GAS01060,PRT001,LOT106,8/5/25 0:20,Ar,232.26,30.22,30.69,22.72,Closed,Fail,OP107,GMC01,Check system
GAS01061,PRT008,LOT109,8/5/25 0:25,CO2,211,31.39,55.49,25.51,Closed,Fail,OP107,GMC04,Check system
GAS01062,PRT003,LOT117,8/5/25 0:30,CO2,237.91,36.42,25.85,21.19,Open,Fail,OP101,GMC04,Check system
GAS01063,PRT007,LOT118,8/5/25 0:35,CO2,128.86,36.17,32.9,24.52,Closed,Success,OP103,GMC02,Stable flow
GAS01064,PRT002,LOT114,8/5/25 0:40,N2,107.08,34.01,46.08,28.08,Open,Success,OP104,GMC04,Stable flow
GAS01065,PRT007,LOT118,8/5/25 0:45,N2,272.99,37.49,25.43,21,Closed,Success,OP107,GMC04,Stable flow
GAS01066,PRT003,LOT119,8/5/25 0:50,Ar,105.82,31.74,28.6,22.28,Open,Success,OP101,GMC04,Stable flow
GAS01067,PRT007,LOT116,8/5/25 0:55,N2,100.94,36.3,33.44,24.54,Closed,Fail,OP110,GMC02,Check system
GAS01068,PRT007,LOT115,8/5/25 1:00,CO2,234.85,35.82,69.5,28.37,Closed,Fail,OP107,GMC04,Check system
GAS01069,PRT009,LOT109,8/5/25 1:05,N2,251.15,31.48,47.16,24.3,Open,Fail,OP104,GMC04,Check system
GAS01070,PRT002,LOT107,8/5/25 1:10,N2,162.58,30.43,20.66,22.64,Closed,Fail,OP109,GMC05,Check system
GAS01071,PRT002,LOT103,8/5/25 1:15,O2,229.74,33.11,49.08,24.84,Open,Success,OP106,GMC01,Stable flow
GAS01072,PRT003,LOT105,8/5/25 1:20,N2,268.31,37.21,52.26,27.02,Open,Fail,OP102,GMC05,Check system
GAS01073,PRT001,LOT120,8/5/25 1:25,N2,274.5,37.31,54.72,25.58,Closed,Success,OP101,GMC04,Stable flow
GAS01074,PRT003,LOT110,8/5/25 1:30,Ar,71.36,31.55,50.81,25.79,Closed,Fail,OP103,GMC04,Check system
GAS01075,PRT009,LOT101,8/5/25 1:35,Ar,230.88,33.62,60.56,28.9,Open,Success,OP106,GMC05,Stable flow
GAS01076,PRT010,LOT117,8/5/25 1:40,N2,116.79,36.82,54.47,26.82,Open,Success,OP104,GMC04,Stable flow
GAS01077,PRT010,LOT107,8/5/25 1:45,O2,241.24,34.56,44.03,24.91,Closed,Success,OP109,GMC03,Stable flow
GAS01078,PRT010,LOT113,8/5/25 1:50,CO2,209.05,32.78,17.48,28.78,Open,Fail,OP103,GMC04,Check system
GAS01079,PRT006,LOT114,8/5/25 1:55,Ar,185.91,35.68,34.6,20.67,Open,Fail,OP104,GMC04,Check system
GAS01080,PRT005,LOT110,8/5/25 2:00,O2,198.72,35.5,16.48,21.14,Open,Success,OP103,GMC04,Stable flow
GAS01081,PRT005,LOT103,8/5/25 2:05,Ar,65.42,31.32,51.29,26.47,Closed,Success,OP107,GMC04,Stable flow
GAS01082,PRT009,LOT111,8/5/25 2:10,N2,120.49,30.84,22.69,29.42,Open,Fail,OP108,GMC04,Check system
GAS01083,PRT004,LOT110,8/5/25 2:15,CO2,79.6,30.76,34.09,26.17,Open,Fail,OP102,GMC03,Check system
GAS01084,PRT003,LOT103,8/5/25 2:20,Ar,143.32,30.66,78.25,24.02,Open,Success,OP101,GMC03,Stable flow
GAS01085,PRT002,LOT115,8/5/25 2:25,Ar,294.88,35.63,46.85,27.84,Open,Fail,OP103,GMC01,Check system
GAS01086,PRT002,LOT106,8/5/25 2:30,CO2,250.81,39.72,36.92,20.99,Open,Fail,OP101,GMC01,Check system
GAS01087,PRT007,LOT118,8/5/25 2:35,CO2,80.39,33.57,30.24,29.28,Closed,Fail,OP101,GMC03,Check system
GAS01088,PRT010,LOT104,8/5/25 2:40,Ar,94.33,33.08,55.24,26.86,Open,Fail,OP107,GMC01,Check system
GAS01089,PRT009,LOT108,8/5/25 2:45,CO2,263.62,33,65.85,25.81,Closed,Fail,OP110,GMC03,Check system
GAS01090,PRT009,LOT111,8/5/25 2:50,O2,116.17,31.2,6.79,23.41,Open,Fail,OP108,GMC05,Check system
GAS01091,PRT010,LOT104,8/5/25 2:55,N2,209.08,32.51,62.44,27.64,Open,Success,OP102,GMC01,Stable flow
GAS01092,PRT004,LOT119,8/5/25 3:00,O2,79.66,35.88,39.34,22.97,Closed,Success,OP103,GMC03,Stable flow
GAS01093,PRT006,LOT104,8/5/25 3:05,CO2,150.85,38.92,13.83,29.79,Open,Success,OP103,GMC02,Stable flow
GAS01094,PRT001,LOT107,8/5/25 3:10,CO2,231.17,32.53,22.7,21.58,Closed,Fail,OP109,GMC04,Check system
GAS01095,PRT009,LOT106,8/5/25 3:15,Ar,79.84,39.07,8.25,21.81,Open,Fail,OP105,GMC01,Check system
GAS01096,PRT005,LOT109,8/5/25 3:20,O2,154.6,35.42,42.75,21.48,Open,Success,OP110,GMC04,Stable flow
GAS01097,PRT010,LOT103,8/5/25 3:25,Ar,197.65,34.41,34.7,21.63,Closed,Fail,OP109,GMC04,Check system
GAS01098,PRT009,LOT112,8/5/25 3:30,O2,116.52,39.77,77.84,28.47,Closed,Fail,OP103,GMC01,Check system
GAS01099,PRT008,LOT111,8/5/25 3:35,CO2,229.46,37.79,29.89,20.86,Closed,Fail,OP103,GMC01,Check system
GAS01100,PRT007,LOT119,8/5/25 3:40,O2,245.69,38.51,44.06,27.67,Closed,Fail,OP103,GMC05,Check system
GAS01101,PRT008,LOT112,8/5/25 3:45,Ar,187.68,30.03,69.82,25.71,Closed,Success,OP103,GMC02,Stable flow
GAS01102,PRT006,LOT119,8/5/25 3:50,CO2,191.76,35.96,14.43,28.43,Closed,Fail,OP106,GMC01,Check system
GAS01103,PRT005,LOT115,8/5/25 3:55,Ar,72.56,33.23,41.12,21.33,Open,Fail,OP101,GMC02,Check system
GAS01104,PRT001,LOT101,8/5/25 4:00,N2,213.36,30.76,6.95,22.96,Open,Fail,OP103,GMC04,Check system
GAS01105,PRT010,LOT114,8/5/25 4:05,CO2,148.71,38.07,67.31,28.4,Open,Success,OP110,GMC01,Stable flow
GAS01106,PRT009,LOT118,8/5/25 4:10,Ar,179.01,37.38,40.64,22.39,Open,Fail,OP106,GMC04,Check system
GAS01107,PRT006,LOT114,8/5/25 4:15,CO2,281.68,35.78,57.79,29.4,Open,Success,OP107,GMC04,Stable flow
GAS01108,PRT006,LOT102,8/5/25 4:20,CO2,231.02,38.75,22.83,26.47,Open,Success,OP109,GMC01,Stable flow
GAS01109,PRT003,LOT108,8/5/25 4:25,Ar,236.97,39.97,18.14,24.12,Closed,Success,OP108,GMC02,Stable flow
GAS01110,PRT004,LOT112,8/5/25 4:30,N2,173.77,37.49,65.97,21.5,Open,Fail,OP108,GMC05,Check system
GAS01111,PRT008,LOT104,8/5/25 4:35,CO2,166.84,36.66,32.61,27.32,Closed,Fail,OP106,GMC04,Check system
GAS01112,PRT010,LOT106,8/5/25 4:40,CO2,87.51,34.09,76.31,27.46,Open,Fail,OP103,GMC05,Check system
GAS01113,PRT003,LOT115,8/5/25 4:45,O2,288.86,32.43,47.06,24.44,Closed,Fail,OP109,GMC01,Check system
GAS01114,PRT004,LOT104,8/5/25 4:50,CO2,266.35,36.29,43.59,20.56,Open,Fail,OP105,GMC02,Check system
GAS01115,PRT007,LOT112,8/5/25 4:55,N2,151.18,39.99,70.39,29.95,Open,Fail,OP101,GMC01,Check system
GAS01116,PRT004,LOT112,8/5/25 5:00,Ar,229.94,33.59,35.23,23.79,Closed,Fail,OP106,GMC02,Check system
GAS01117,PRT008,LOT108,8/5/25 5:05,Ar,72.2,31.3,20.37,22.2,Open,Success,OP106,GMC01,Stable flow
GAS01118,PRT008,LOT119,8/5/25 5:10,O2,282.96,35.14,41.53,23.81,Open,Fail,OP104,GMC02,Check system
GAS01119,PRT006,LOT106,8/5/25 5:15,CO2,119.01,30.58,59.33,25.18,Open,Success,OP103,GMC03,Stable flow
GAS01120,PRT004,LOT112,8/5/25 5:20,Ar,143.68,37.84,5.43,20.13,Closed,Success,OP109,GMC01,Stable flow
GAS01121,PRT005,LOT108,8/5/25 5:25,CO2,296.25,36.96,16.96,23.5,Closed,Success,OP107,GMC03,Stable flow
GAS01122,PRT001,LOT115,8/5/25 5:30,Ar,99.39,38.99,11.99,24.66,Closed,Fail,OP105,GMC04,Check system
GAS01123,PRT007,LOT107,8/5/25 5:35,N2,56.47,35,72.38,20.17,Open,Success,OP110,GMC04,Stable flow
GAS01124,PRT003,LOT115,8/5/25 5:40,N2,272.16,37.26,62.34,27.09,Closed,Success,OP108,GMC01,Stable flow
GAS01125,PRT005,LOT104,8/5/25 5:45,Ar,125.47,30.58,74.22,20.33,Closed,Success,OP108,GMC05,Stable flow
GAS01126,PRT002,LOT120,8/5/25 5:50,N2,241.65,38.75,34.06,28.64,Open,Success,OP104,GMC05,Stable flow
GAS01127,PRT005,LOT103,8/5/25 5:55,Ar,268.37,34.73,39.38,22.32,Open,Success,OP108,GMC02,Stable flow
GAS01128,PRT006,LOT110,8/5/25 6:00,N2,183.45,37.93,7.13,20.43,Closed,Success,OP104,GMC01,Stable flow
GAS01129,PRT010,LOT120,8/5/25 6:05,O2,135.09,39.91,56.2,27.73,Open,Fail,OP101,GMC04,Check system
GAS01130,PRT009,LOT109,8/5/25 6:10,O2,240.69,36.23,33.39,27.24,Open,Success,OP106,GMC02,Stable flow
GAS01131,PRT008,LOT110,8/5/25 6:15,CO2,231.8,33.98,47.7,29.17,Open,Fail,OP109,GMC02,Check system
GAS01132,PRT008,LOT120,8/5/25 6:20,O2,155.24,32.45,34.72,25.94,Closed,Fail,OP102,GMC05,Check system
GAS01133,PRT004,LOT116,8/5/25 6:25,N2,116.79,30.36,78.53,28.04,Closed,Success,OP110,GMC04,Stable flow
GAS01134,PRT005,LOT119,8/5/25 6:30,N2,216.78,38.69,53.02,29.48,Closed,Success,OP101,GMC05,Stable flow
GAS01135,PRT003,LOT120,8/5/25 6:35,O2,296.42,32.31,69.08,26.41,Closed,Success,OP105,GMC01,Stable flow
GAS01136,PRT006,LOT102,8/5/25 6:40,O2,199.07,32.6,58.27,24.36,Open,Success,OP110,GMC04,Stable flow
GAS01137,PRT009,LOT108,8/5/25 6:45,Ar,183.59,30.11,36.5,28.53,Open,Success,OP108,GMC01,Stable flow
GAS01138,PRT004,LOT107,8/5/25 6:50,Ar,183.56,35.96,13.07,24.87,Closed,Fail,OP107,GMC01,Check system
GAS01139,PRT008,LOT112,8/5/25 6:55,N2,281.08,38.05,74.46,28.25,Open,Success,OP105,GMC04,Stable flow
GAS01140,PRT009,LOT101,8/5/25 7:00,O2,54.66,33.34,61.74,28.08,Open,Fail,OP110,GMC01,Check system
GAS01141,PRT007,LOT114,8/5/25 7:05,O2,87.09,36.66,54.52,25.87,Open,Fail,OP107,GMC03,Check system
GAS01142,PRT006,LOT112,8/5/25 7:10,O2,250.28,33.91,60.19,25.07,Open,Fail,OP105,GMC05,Check system
GAS01143,PRT004,LOT119,8/5/25 7:15,Ar,106.27,38.96,14.13,28.24,Open,Fail,OP109,GMC05,Check system
GAS01144,PRT008,LOT117,8/5/25 7:20,CO2,98.4,30.7,6.12,24.59,Closed,Success,OP107,GMC02,Stable flow
GAS01145,PRT010,LOT115,8/5/25 7:25,CO2,249.83,36.86,76.11,27.1,Closed,Success,OP106,GMC05,Stable flow
GAS01146,PRT004,LOT118,8/5/25 7:30,N2,197.15,33.7,74.8,20.03,Open,Fail,OP104,GMC04,Check system
GAS01147,PRT006,LOT107,8/5/25 7:35,CO2,165.83,34.52,60.33,23.98,Open,Fail,OP102,GMC03,Check system
GAS01148,PRT006,LOT102,8/5/25 7:40,CO2,254.06,36.03,74.68,27.93,Closed,Success,OP109,GMC03,Stable flow
GAS01149,PRT009,LOT111,8/5/25 7:45,CO2,202.64,36.91,44.52,22.32,Open,Fail,OP101,GMC05,Check system
GAS01150,PRT009,LOT102,8/5/25 7:50,O2,51.1,34.59,60.54,22.21,Open,Fail,OP107,GMC01,Check system
GAS01151,PRT009,LOT104,8/5/25 7:55,O2,216.97,36.55,24.1,23.64,Closed,Success,OP105,GMC01,Stable flow
GAS01152,PRT006,LOT113,8/5/25 8:00,CO2,95.55,31.66,36.47,22.86,Closed,Success,OP107,GMC04,Stable flow
GAS01153,PRT010,LOT102,8/5/25 8:05,N2,200.43,34.61,11.62,28.95,Open,Success,OP104,GMC01,Stable flow
GAS01154,PRT006,LOT115,8/5/25 8:10,O2,230.53,31.91,67.81,23.21,Open,Fail,OP102,GMC01,Check system
GAS01155,PRT010,LOT108,8/5/25 8:15,Ar,230.38,31.69,38.27,26.95,Closed,Fail,OP103,GMC02,Check system
GAS01156,PRT005,LOT102,8/5/25 8:20,N2,100.78,36.08,46.98,22.77,Open,Success,OP108,GMC02,Stable flow
GAS01157,PRT002,LOT110,8/5/25 8:25,O2,148.27,35.14,60.54,23.6,Open,Fail,OP104,GMC03,Check system
GAS01158,PRT002,LOT120,8/5/25 8:30,CO2,63.49,37,10.88,28.11,Closed,Success,OP105,GMC02,Stable flow
GAS01159,PRT004,LOT104,8/5/25 8:35,O2,69.93,37.27,40.97,21.66,Closed,Success,OP104,GMC04,Stable flow
GAS01160,PRT008,LOT104,8/5/25 8:40,N2,193.84,34.28,30.43,27.05,Closed,Success,OP106,GMC03,Stable flow
GAS01161,PRT006,LOT100,8/5/25 8:45,Ar,83.38,39.09,60,25.59,Closed,Fail,OP102,GMC04,Check system
GAS01162,PRT005,LOT104,8/5/25 8:50,Ar,207.15,38,31.55,27.13,Open,Fail,OP104,GMC05,Check system
GAS01163,PRT003,LOT112,8/5/25 8:55,Ar,266.4,35.66,42.64,28.85,Open,Success,OP101,GMC04,Stable flow
GAS01164,PRT005,LOT106,8/5/25 9:00,Ar,184.24,39.64,29.48,21.53,Open,Fail,OP110,GMC05,Check system
GAS01165,PRT009,LOT101,8/5/25 9:05,N2,109.05,34.2,18.98,29.98,Closed,Fail,OP103,GMC01,Check system
GAS01166,PRT010,LOT116,8/5/25 9:10,N2,82.86,37.17,58.17,27.76,Open,Success,OP107,GMC01,Stable flow
GAS01167,PRT006,LOT117,8/5/25 9:15,N2,172.11,32.16,45.31,24.21,Closed,Fail,OP102,GMC03,Check system
GAS01168,PRT001,LOT119,8/5/25 9:20,O2,289.55,34.98,15.49,23.79,Open,Success,OP110,GMC04,Stable flow
GAS01169,PRT008,LOT104,8/5/25 9:25,Ar,172.55,39.46,32.71,29.46,Open,Fail,OP108,GMC04,Check system
GAS01170,PRT003,LOT112,8/5/25 9:30,Ar,243.52,39.83,28.59,25.57,Open,Success,OP106,GMC02,Stable flow
GAS01171,PRT009,LOT108,8/5/25 9:35,Ar,176.42,33.63,75.5,23.45,Closed,Fail,OP102,GMC03,Check system
GAS01172,PRT004,LOT111,8/5/25 9:40,O2,112.42,38.43,46.59,24.2,Open,Success,OP106,GMC03,Stable flow
GAS01173,PRT005,LOT100,8/5/25 9:45,O2,261.8,39.11,35.91,28.54,Closed,Success,OP109,GMC04,Stable flow
GAS01174,PRT004,LOT108,8/5/25 9:50,O2,274.27,39.53,19.71,29.86,Closed,Success,OP102,GMC01,Stable flow
GAS01175,PRT002,LOT113,8/5/25 9:55,CO2,202,33.91,9.84,20.95,Open,Success,OP103,GMC03,Stable flow
GAS01176,PRT010,LOT110,8/5/25 10:00,N2,84.57,36.08,40.68,26.49,Open,Success,OP107,GMC01,Stable flow
GAS01177,PRT007,LOT110,8/5/25 10:05,Ar,100.27,33.25,74.39,23.9,Closed,Success,OP101,GMC03,Stable flow
GAS01178,PRT007,LOT116,8/5/25 10:10,O2,219.77,31.73,20.8,20.87,Open,Success,OP108,GMC02,Stable flow
GAS01179,PRT003,LOT101,8/5/25 10:15,O2,110.22,36.6,55.71,22.75,Open,Fail,OP104,GMC04,Check system
GAS01180,PRT009,LOT118,8/5/25 10:20,CO2,182.84,33.02,10.67,21.83,Open,Fail,OP108,GMC02,Check system
GAS01181,PRT007,LOT102,8/5/25 10:25,Ar,294.77,34.28,27.5,27.56,Open,Fail,OP101,GMC02,Check system
GAS01182,PRT008,LOT110,8/5/25 10:30,CO2,98.05,35.18,38.62,27.2,Open,Fail,OP109,GMC03,Check system
GAS01183,PRT007,LOT108,8/5/25 10:35,Ar,105.23,37.8,36.25,22.08,Closed,Success,OP108,GMC01,Stable flow
GAS01184,PRT006,LOT109,8/5/25 10:40,Ar,133.66,38.32,5.68,26.75,Open,Success,OP108,GMC04,Stable flow
GAS01185,PRT004,LOT108,8/5/25 10:45,N2,89.91,39.74,31.22,21.69,Closed,Fail,OP104,GMC01,Check system
GAS01186,PRT006,LOT119,8/5/25 10:50,O2,183.06,31.32,61.5,23.72,Closed,Success,OP104,GMC01,Stable flow
GAS01187,PRT009,LOT102,8/5/25 10:55,N2,122.74,31.58,22.12,28.13,Closed,Fail,OP106,GMC03,Check system
GAS01188,PRT002,LOT109,8/5/25 11:00,Ar,111.79,33.06,56.14,29.62,Closed,Success,OP102,GMC04,Stable flow
GAS01189,PRT010,LOT118,8/5/25 11:05,CO2,222.7,34.25,52.73,28.9,Open,Success,OP101,GMC03,Stable flow
GAS01190,PRT009,LOT119,8/5/25 11:10,Ar,244.97,36.85,42.19,23.26,Closed,Fail,OP102,GMC02,Check system
GAS01191,PRT004,LOT100,8/5/25 11:15,CO2,281.68,30.45,51.56,23.8,Open,Fail,OP106,GMC05,Check system
GAS01192,PRT005,LOT107,8/5/25 11:20,O2,63.76,31.48,76.99,28.22,Open,Fail,OP110,GMC05,Check system
GAS01193,PRT006,LOT105,8/5/25 11:25,Ar,106.97,36.3,49.79,23.31,Open,Fail,OP102,GMC01,Check system
